STOP_Carico,MODEL,BILANCELLE/ASSALE,WEIGHT,REWORK,RICARICO,BIL_PREVIOUS_EMPTY,TEAM_LOAD,DAY_LOAD,TIME_LOAD
0,10209418,1.0,1000-1500,False,False,False,TEAM 1,Monday,10-12
0,319/107,0.5,100-200,False,False,False,TEAM 1,Monday,10-12
0,319/107,0.5,100-200,False,False,False,TEAM 1,Monday,10-12
0,740/156,1.0,300-500,False,False,False,TEAM 1,Monday,12-14
0,740/156,1.0,300-500,False,False,False,TEAM 1,Monday,12-14
0,319/107,0.5,100-200,False,False,False,TEAM 1,Monday,12-14
0,980/10141856,2.5,>1500,False,False,False,TEAM 1,Monday,12-14
0,980/10141856,2.5,>1500,False,False,False,TEAM 1,Monday,12-14
0,740/156,1.0,300-500,False,False,False,TEAM 1,Monday,12-14
0,740/156,1.0,300-500,False,False,False,TEAM 1,Monday,12-14
1,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,14-16
0,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,14-16
0,367/10157410,0.5,1,False,False,False,TEAM 2,Monday,14-16
0,10310216,0.5,1-100,False,False,False,TEAM 2,Monday,14-16
0,10310216,0.5,100-200,False,False,False,TEAM 2,Monday,14-16
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Monday,14-16
0,10310216,0.5,1-100,False,False,False,TEAM 2,Monday,14-16
0,980/10141856,2.5,>1500,False,False,False,TEAM 2,Monday,14-16
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Monday,14-16
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Monday,14-16
0,10177072,1.0,500-1000,False,False,False,TEAM 2,Monday,14-16
0,10177072,1.0,500-1000,False,False,False,TEAM 2,Monday,14-16
0,10177072,1.0,500-1000,False,False,False,TEAM 2,Monday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Monday,14-16
1,990/10176225,2.5,>1500,False,False,False,TEAM 2,Monday,14-16
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
1,10373628,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
1,980/10141854,2.5,>1500,False,False,False,TEAM 2,Monday,16-18
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Monday,16-18
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
0,311/10124021,0.5,1,False,False,False,TEAM 2,Monday,16-18
0,311/10124021,0.5,1,False,False,False,TEAM 2,Monday,16-18
0,311/10124021,0.5,1,False,False,False,TEAM 2,Monday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
1,10373628,1.0,500-1000,False,False,False,TEAM 2,Monday,16-18
1,990/10176225,2.5,>1500,False,False,False,TEAM 2,Monday,16-18
1,980/10141854,2.5,>1500,False,False,False,TEAM 2,Monday,16-18
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,18-20
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,18-20
0,360/10072873,0.5,100-200,False,False,False,TEAM 2,Monday,18-20
0,360/10072873,0.5,100-200,False,False,False,TEAM 2,Monday,18-20
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,18-20
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,18-20
0,990/10176227,2.5,>1500,False,False,False,TEAM 2,Monday,18-20
0,360/10072873,0.5,100-200,False,False,False,TEAM 2,Monday,18-20
0,360/10072873,0.5,100-200,False,False,False,TEAM 2,Monday,18-20
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,18-20
0,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,18-20
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,18-20
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,18-20
0,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,20-22
0,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,20-22
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,20-22
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,20-22
0,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,20-22
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,20-22
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,20-22
0,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,20-22
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,20-22
0,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,20-22
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,20-22
0,990/10176227,2.5,>1500,False,False,False,TEAM 2,Monday,20-22
0,10265575,0.5,1,False,False,False,TEAM 2,Monday,20-22
0,740/156,1.0,300-500,False,False,False,TEAM 2,Monday,20-22
1,740/156,1.0,300-500,True,False,False,TEAM 2,Monday,20-22
0,357/104,0.5,1-100,False,False,False,TEAM 1,Tuesday,6-8
1,990/10176227,2.5,>1500,False,False,False,TEAM 2,Monday,20-22
1,740/156,1.0,300-500,False,False,False,TEAM 1,Tuesday,6-8
0,740/156,1.0,300-500,False,False,False,TEAM 1,Tuesday,6-8
0,475/313509AA3,1.0,>1500,False,False,False,TEAM 1,Tuesday,6-8
1,475/313509AA3,1.0,>1500,False,False,False,TEAM 1,Tuesday,6-8
1,357/104,0.5,1-100,False,False,False,TEAM 1,Tuesday,6-8
1,357/104,0.5,1-100,False,False,False,TEAM 1,Tuesday,6-8
0,990/10176228,2.5,>1500,True,False,False,TEAM 1,Tuesday,6-8
1,990/10176227,2.5,>1500,False,False,False,TEAM 1,Tuesday,6-8
0,357/104,0.5,1-100,False,False,False,TEAM 1,Tuesday,6-8
0,357/104,0.5,1-100,False,False,False,TEAM 1,Tuesday,6-8
0,10161806,2.0,500-1000,False,False,False,TEAM 1,Tuesday,6-8
0,10161806,2.0,500-1000,False,False,False,TEAM 1,Tuesday,6-8
0,357/104,0.5,1-100,False,False,False,TEAM 1,Tuesday,8-10
0,357/104,0.5,1-100,False,False,False,TEAM 1,Tuesday,8-10
0,357/104,0.5,1-100,False,False,False,TEAM 1,Tuesday,8-10
0,10161806,2.0,500-1000,False,False,False,TEAM 1,Tuesday,8-10
0,10161806,2.0,500-1000,False,False,False,TEAM 1,Tuesday,8-10
0,305/277,0.5,1-100,False,False,False,TEAM 1,Tuesday,8-10
0,360/10072873,0.5,100-200,False,False,False,TEAM 1,Tuesday,8-10
0,360/139,0.5,100-200,False,False,False,TEAM 1,Tuesday,8-10
0,10161806,2.0,500-1000,False,False,False,TEAM 1,Tuesday,8-10
0,990/10176227,2.5,>1500,False,False,False,TEAM 1,Tuesday,8-10
0,367/10144934,0.5,1-100,False,False,False,TEAM 1,Tuesday,8-10
0,367/10144934,0.5,100-200,False,False,False,TEAM 1,Tuesday,10-12
0,980/10141856,2.5,>1500,False,False,False,TEAM 1,Tuesday,10-12
0,980/10141856,2.5,>1500,False,False,False,TEAM 1,Tuesday,10-12
0,367/10144934,0.5,1-100,False,False,False,TEAM 1,Tuesday,10-12
0,10219704,2.0,300-500,False,False,False,TEAM 1,Tuesday,10-12
0,10219704,2.0,300-500,False,False,False,TEAM 1,Tuesday,10-12
0,311/10164296,0.5,1-100,False,False,False,TEAM 1,Tuesday,10-12
0,311/10164296,0.5,1-100,False,False,False,TEAM 1,Tuesday,10-12
1,980/10141856,2.5,>1500,False,False,False,TEAM 1,Tuesday,10-12
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Tuesday,10-12
0,10219704,2.0,300-500,False,False,False,TEAM 1,Tuesday,12-14
0,10219704,2.0,300-500,False,False,False,TEAM 1,Tuesday,12-14
0,311/10164296,0.5,1-100,False,False,False,TEAM 1,Tuesday,12-14
0,311/10164296,0.5,1-100,False,False,False,TEAM 1,Tuesday,12-14
0,10219705,2.0,500-1000,False,False,False,TEAM 1,Tuesday,12-14
0,10219705,2.0,500-1000,False,False,False,TEAM 1,Tuesday,12-14
0,311/10164296,0.5,1-100,False,False,False,TEAM 1,Tuesday,12-14
0,311/10164296,0.5,1-100,False,False,False,TEAM 1,Tuesday,12-14
0,311/10164296,0.5,1-100,False,False,False,TEAM 1,Tuesday,12-14
0,980/10141856,2.5,>1500,False,False,False,TEAM 1,Tuesday,12-14
1,980/10141854,2.5,>1500,False,False,False,TEAM 1,Tuesday,12-14
0,10255491,0.5,100-200,False,False,False,TEAM 1,Tuesday,12-14
0,853/ 62,1.0,300-500,True,False,False,TEAM 1,Tuesday,12-14
0,10255491,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,10255491,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,14-16
1,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,14-16
1,360/150,0.5,1,False,False,False,TEAM 2,Tuesday,14-16
0,360/150,0.5,1,False,False,False,TEAM 2,Tuesday,14-16
0,475/313509AA3,1.0,>1500,False,False,False,TEAM 2,Tuesday,14-16
1,475/313509AA3,1.0,>1500,False,False,False,TEAM 2,Tuesday,14-16
1,360/150,0.5,1,False,False,False,TEAM 2,Tuesday,14-16
0,318/10161229,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,318/10161229,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
1,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,14-16
0,10321751,1.0,300-500,False,False,False,TEAM 2,Tuesday,14-16
0,10321751,1.0,500-1000,False,False,False,TEAM 2,Tuesday,14-16
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,14-16
0,851/ 84,1.0,500-1000,True,False,False,TEAM 2,Tuesday,14-16
0,851/ 84,1.0,500-1000,True,False,False,TEAM 2,Tuesday,16-18
0,851/ 74,1.0,500-1000,True,False,False,TEAM 2,Tuesday,16-18
0,10321751,1.0,100-200,False,False,False,TEAM 2,Tuesday,16-18
0,10321751,1.0,500-1000,False,False,False,TEAM 2,Tuesday,16-18
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,16-18
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,16-18
0,10219704,2.0,300-500,False,True,False,TEAM 2,Tuesday,16-18
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,16-18
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,16-18
0,10219704,2.0,300-500,False,True,False,TEAM 2,Tuesday,16-18
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,18-20
0,10219705,2.0,500-1000,False,True,False,TEAM 2,Tuesday,16-18
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,18-20
0,10219705,2.0,500-1000,False,True,False,TEAM 2,Tuesday,16-18
0,10415187,0.5,1-100,False,False,False,TEAM 2,Tuesday,18-20
0,10219704,2.0,300-500,False,True,False,TEAM 2,Tuesday,16-18
0,10415187,0.5,1-100,False,False,False,TEAM 2,Tuesday,18-20
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Tuesday,16-18
0,10415187,0.5,1-100,False,False,False,TEAM 2,Tuesday,18-20
0,10219704,2.0,300-500,False,False,False,TEAM 2,Tuesday,18-20
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,18-20
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,18-20
0,10373629,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,319/10137203,0.5,100-200,False,False,False,TEAM 2,Tuesday,20-22
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,319/10137203,0.5,100-200,False,False,False,TEAM 2,Tuesday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,20-22
1,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,20-22
0,305/295,0.5,1-100,False,False,False,TEAM 1,Wednesday,6-8
0,10321751,1.0,500-1000,False,True,False,TEAM 2,Tuesday,20-22
0,10321751,1.0,1000-1500,False,True,False,TEAM 2,Tuesday,20-22
0,10177072,1.0,500-1000,False,False,False,TEAM 1,Wednesday,6-8
0,10177072,1.0,500-1000,False,False,False,TEAM 1,Wednesday,6-8
0,980/10141855,2.5,>1500,False,False,False,TEAM 1,Wednesday,6-8
0,980/10141855,2.5,>1500,False,False,False,TEAM 1,Wednesday,6-8
0,10321751,1.0,500-1000,False,True,False,TEAM 2,Tuesday,20-22
0,357/546,0.5,1-100,False,False,False,TEAM 1,Wednesday,6-8
0,357/546,0.5,1-100,False,False,False,TEAM 1,Wednesday,6-8
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Wednesday,6-8
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Wednesday,6-8
0,357/546,0.5,1-100,False,False,False,TEAM 1,Wednesday,6-8
0,357/546,0.5,1-100,False,False,False,TEAM 1,Wednesday,6-8
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Wednesday,6-8
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Wednesday,6-8
0,357/546,0.5,1-100,False,False,False,TEAM 1,Wednesday,6-8
0,357/546,0.5,1-100,False,False,False,TEAM 1,Wednesday,6-8
1,10373627,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
1,10373628,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
0,357/538,0.5,1-100,False,False,False,TEAM 1,Wednesday,8-10
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Wednesday,8-10
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Wednesday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
1,357/538,0.5,1-100,False,False,False,TEAM 1,Wednesday,8-10
1,357/538,0.5,1-100,False,False,False,TEAM 1,Wednesday,8-10
1,10373628,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
0,10177072,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
0,10177072,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
0,10177072,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
0,10177069,1.0,500-1000,False,False,False,TEAM 1,Wednesday,8-10
0,318/10161229,0.5,100-200,False,False,False,TEAM 1,Wednesday,10-12
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Wednesday,8-10
0,357/538,0.5,1-100,False,False,False,TEAM 1,Wednesday,10-12
0,980/10141855,2.5,>1500,False,False,False,TEAM 1,Wednesday,8-10
0,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,10-12
0,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,10-12
1,318/ 60,0.5,100-200,False,False,False,TEAM 1,Wednesday,10-12
0,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,10-12
0,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,10-12
0,318/ 60,0.5,100-200,False,False,False,TEAM 1,Wednesday,12-14
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Wednesday,10-12
0,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,12-14
0,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,12-14
0,318/ 60,0.5,100-200,False,False,False,TEAM 1,Wednesday,12-14
0,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,12-14
0,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,12-14
1,357/538,0.5,1-100,False,False,False,TEAM 1,Wednesday,12-14
1,357/538,0.5,1-100,False,False,False,TEAM 1,Wednesday,12-14
1,740/156,1.0,300-500,False,False,False,TEAM 1,Wednesday,12-14
1,10177069,1.0,500-1000,False,False,False,TEAM 1,Wednesday,12-14
1,10177069,1.0,500-1000,False,False,False,TEAM 1,Wednesday,12-14
1,10177069,1.0,500-1000,False,False,False,TEAM 1,Wednesday,12-14
1,10177069,1.0,500-1000,False,False,False,TEAM 1,Wednesday,12-14
0,475/313509AA3,1.0,>1500,False,False,False,TEAM 2,Wednesday,14-16
0,475/313509AA3,1.0,>1500,False,False,False,TEAM 2,Wednesday,14-16
0,740/156,1.0,300-500,False,False,False,TEAM 2,Wednesday,14-16
0,709/126,1.0,200-300,False,False,False,TEAM 2,Wednesday,14-16
0,709/126,1.0,200-300,False,False,False,TEAM 2,Wednesday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Wednesday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Wednesday,14-16
0,709/126,1.0,200-300,False,False,False,TEAM 2,Wednesday,14-16
0,709/126,1.0,200-300,False,False,False,TEAM 2,Wednesday,14-16
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,14-16
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Wednesday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Wednesday,14-16
1,10177069,1.0,500-1000,False,False,False,TEAM 2,Wednesday,16-18
1,10177069,1.0,500-1000,False,False,False,TEAM 2,Wednesday,16-18
1,10177069,1.0,500-1000,False,False,False,TEAM 2,Wednesday,16-18
0,709/126,1.0,200-300,False,False,False,TEAM 2,Wednesday,16-18
0,709/126,1.0,200-300,False,False,False,TEAM 2,Wednesday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Wednesday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Wednesday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Wednesday,16-18
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Wednesday,16-18
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Wednesday,16-18
0,10373626,1.0,500-1000,True,False,False,TEAM 2,Wednesday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Wednesday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Wednesday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Wednesday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Wednesday,18-20
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Wednesday,18-20
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Wednesday,18-20
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Wednesday,18-20
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,18-20
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Wednesday,18-20
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,18-20
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Wednesday,18-20
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,20-22
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Wednesday,18-20
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,20-22
0,10219705,2.0,500-1000,False,True,False,TEAM 2,Wednesday,18-20
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,20-22
0,10219705,2.0,500-1000,False,True,False,TEAM 2,Wednesday,18-20
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,20-22
0,10219705,2.0,500-1000,False,True,False,TEAM 2,Wednesday,18-20
0,357/538,0.5,1-100,False,False,False,TEAM 2,Wednesday,20-22
0,10219705,2.0,500-1000,False,True,False,TEAM 2,Wednesday,20-22
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Wednesday,20-22
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Wednesday,20-22
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Wednesday,20-22
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Wednesday,20-22
1,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,6-8
1,980/10141854,2.5,>1500,False,False,False,TEAM 1,Thursday,6-8
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,6-8
0,980/10141855,2.5,>1500,False,False,False,TEAM 1,Thursday,6-8
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
1,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,6-8
1,980/10141855,2.5,>1500,False,False,False,TEAM 1,Thursday,6-8
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,6-8
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
0,318/10161229,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,318/10161229,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
1,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
0,360/10071420,0.5,1,False,False,False,TEAM 1,Thursday,6-8
0,360/10071420,0.5,1,False,False,False,TEAM 1,Thursday,8-10
0,360/10071420,0.5,1,False,False,False,TEAM 1,Thursday,8-10
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Thursday,8-10
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,8-10
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Thursday,8-10
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,8-10
0,740/156,1.0,300-500,False,False,False,TEAM 1,Thursday,8-10
1,10177069,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,10177069,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,357/418,0.5,1-100,False,False,False,TEAM 1,Thursday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Thursday,8-10
0,980/10141854,2.5,>1500,True,False,False,TEAM 1,Thursday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,357/418,0.5,1-100,False,False,False,TEAM 1,Thursday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,357/418,0.5,1-100,False,False,False,TEAM 1,Thursday,8-10
0,357/418,0.5,1-100,False,False,False,TEAM 1,Thursday,8-10
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Thursday,8-10
0,980/10141854,2.5,>1500,True,False,False,TEAM 1,Thursday,10-12
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Thursday,10-12
0,10177069,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,10177069,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,360/167,0.5,100-200,False,False,False,TEAM 1,Thursday,10-12
0,360/167,0.5,100-200,False,False,False,TEAM 1,Thursday,10-12
0,360/167,0.5,100-200,False,False,False,TEAM 1,Thursday,10-12
0,708/131,1.0,100-200,False,False,False,TEAM 1,Thursday,10-12
0,708/131,1.0,100-200,False,False,False,TEAM 1,Thursday,10-12
0,357/538,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,357/538,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,708/131,1.0,100-200,False,False,False,TEAM 1,Thursday,10-12
0,357/538,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,357/538,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,709/126,1.0,200-300,False,False,False,TEAM 1,Thursday,10-12
1,709/126,1.0,200-300,False,False,False,TEAM 1,Thursday,10-12
0,10265482,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,10265482,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,12-14
0,10265482,0.5,1-100,False,False,False,TEAM 1,Thursday,12-14
0,10265482,0.5,1-100,False,False,False,TEAM 1,Thursday,12-14
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,12-14
